Age	Conference	Date	Draft Year	Player	Position	Season	Team
27	East	18-Jan-04	1996	StephonMarbury	G	2003-2004	NewYorkKnicks
30	West	18-Jan-04	1995	MichaelFinley	G-F	2003-2004	DallasMavericks
26	East	11-Jan-04	1998	PaulPierce	SF	2003-2004	BostonCeltics
28	West	11-Jan-04	1996	RayAllen	SG	2003-2004	SeattleSuperSonics
29	East	4-Jan-04	1996	BenWallace	FC	2003-2004	DetroitPistons
24	West	4-Jan-04	1999	EltonBrand	PF	2003-2004	LosAngelesClippers
30	East	28-Dec-03	1994	JasonKidd	PG	2003-2004	NewJerseyNets
34	West	28-Dec-03	1993	SamCassell	G	2003-2004	MinnesotaTimberwolves
24	East	21-Dec-03	1997	TracyMcGrady	GF	2003-2004	OrlandoMagic
27	West	21-Dec-03	1995	KevinGarnett	PF	2003-2004	MinnesotaTimberwolves
26	East	14-Dec-03	1998	PaulPierce	SF	2003-2004	BostonCeltics
26	West	14-Dec-03	1996	PejaStojakovic	F	2003-2004	SacramentoKings
27	East	7-Dec-03	1998	VinceCarter	SF	2003-2004	TorontoRaptors
31	West	7-Dec-03	1992	ShaquilleO'Neal	C	2003-2004	LosAngelesLakers
37	East	30-Nov-03	1991	DikembeMutombo	C	2003-2004	NewYorkKnicks
30	West	30-Nov-03	1994	VoshonLenard	SG	2003-2004	DenverNuggets
27	East	23-Nov-03	1997	ChaunceyBillups	G	2003-2004	DetroitPistons
27	West	23-Nov-03	1995	KevinGarnett	PF	2003-2004	MinnesotaTimberwolves
28	East	16-Nov-03	1996	AllenIverson	G	2003-2004	PhiladelphiaSixers
23	West	16-Nov-03	2000	QuentinRichardson	GF	2003-2004	LosAngelesClippers
24	East	9-Nov-03	1999	MettaWorldPeace	SF	2003-2004	IndianaPacers
23	West	9-Nov-03	1999	AndreiKirilenko	PF	2003-2004	UtahJazz
24	East	2-Nov-03	1999	BaronDavis	G	2003-2004	NewOrleansHornets
24	West	2-Nov-03	1998	RashardLewis	F	2003-2004	SeattleSuperSonics
31	East	17-Apr-05	1994	JasonKidd	PG	2004-2005	NewJerseyNets
25	West	17-Apr-05	1997	TracyMcGrady	GF	2004-2005	HoustonRockets
28	East	10-Apr-05	1998	VinceCarter	SF	2004-2005	NewJerseyNets
25	West	10-Apr-05	1999	BaronDavis	G	2004-2005	GoldenStateWarriors
39	East	3-Apr-05	1987	ReggieMiller	SG	2004-2005	IndianaPacers
25	West	3-Apr-05	1999	BaronDavis	G	2004-2005	GoldenStateWarriors
29	East	27-Mar-05	1996	AllenIverson	G	2004-2005	PhiladelphiaSixers
29	West	27-Mar-05	1996	RayAllen	SG	2004-2005	SeattleSuperSonics
28	East	20-Mar-05	1997	ChaunceyBillups	G	2004-2005	DetroitPistons
24	West	20-Mar-05	2001	JasonRichardson	GF	2004-2005	GoldenStateWarriors
27	East	13-Mar-05	1998	PaulPierce	SF	2004-2005	BostonCeltics
25	West	13-Mar-05	1997	TracyMcGrady	GF	2004-2005	HoustonRockets
29	East	6-Mar-05	1996	AllenIverson	G	2004-2005	PhiladelphiaSixers
30	West	6-Mar-05	1996	MarcusCamby	C	2004-2005	DenverNuggets
32	East	27-Feb-05	1994	JalenRose	G	2004-2005	TorontoRaptors
26	West	27-Feb-05	1998	MikeBibby	G	2004-2005	SacramentoKings
29	East	13-Feb-05	1996	AllenIverson	G	2004-2005	PhiladelphiaSixers
31	West	13-Feb-05	1996	SteveNash	G	2004-2005	PhoenixSuns
27	East	6-Feb-05	1998	PaulPierce	SF	2004-2005	BostonCeltics
25	West	6-Feb-05	1997	TracyMcGrady	GF	2004-2005	HoustonRockets
28	East	30-Jan-05	1998	VinceCarter	SF	2004-2005	NewJerseyNets
28	West	30-Jan-05	1998	BradMiller	C	2004-2005	SacramentoKings
20	East	23-Jan-05	2003	LeBronJames	F	2004-2005	ClevelandCavaliers
27	West	23-Jan-05	1999	JasonTerry	G	2004-2005	DallasMavericks
26	East	16-Jan-05	1998	LarryHughes	G	2004-2005	WashingtonWizards
25	West	16-Jan-05	1997	TracyMcGrady	GF	2004-2005	HoustonRockets
20	East	9-Jan-05	2003	ChrisBosh	PF	2004-2005	TorontoRaptors
33	West	9-Jan-05	1993	BruceBowen	F	2004-2005	SanAntonioSpurs
28	East	2-Jan-05	1996	StephonMarbury	G	2004-2005	NewYorkKnicks
24	West	2-Jan-05	2001	PauGasol	FC	2004-2005	MemphisGrizzlies
29	East	26-Dec-04	1996	AllenIverson	G	2004-2005	PhiladelphiaSixers
31	West	26-Dec-04	1996	SteveNash	G	2004-2005	PhoenixSuns
32	East	19-Dec-04	1992	ShaquilleO'Neal	C	2004-2005	MiamiHeat
26	West	19-Dec-04	1999	ShawnMarion	F	2004-2005	PhoenixSuns
24	East	12-Dec-04	2001	RichardJefferson	SF	2004-2005	NewJerseyNets
22	West	12-Dec-04	2002	Amar'eStoudemire	FC	2004-2005	PhoenixSuns
23	East	5-Dec-04	2001	GilbertArenas	G	2004-2005	WashingtonWizards
26	West	5-Dec-04	1998	DirkNowitzki	PF	2004-2005	DallasMavericks
20	East	28-Nov-04	2003	LeBronJames	F	2004-2005	ClevelandCavaliers
26	West	28-Nov-04	1999	ShawnMarion	F	2004-2005	PhoenixSuns
32	East	21-Nov-04	1994	GrantHill	SF	2004-2005	OrlandoMagic
22	West	21-Nov-04	2002	Amar'eStoudemire	FC	2004-2005	PhoenixSuns
20	East	14-Nov-04	2003	LeBronJames	F	2004-2005	ClevelandCavaliers
29	West	14-Nov-04	1996	RayAllen	SG	2004-2005	SeattleSuperSonics
23	East	7-Nov-04	2003	DwyaneWade	SG	2004-2005	MiamiHeat
28	West	7-Nov-04	1995	KevinGarnett	PF	2004-2005	MinnesotaTimberwolves
22	East	16-Apr-06	2004	BenGordon	SG	2005-2006	ChicagoBulls
27	West	16-Apr-06	1996	KobeBryant	SG	2005-2006	LosAngelesLakers
25	East	9-Apr-06	2000	JamalCrawford	SG	2005-2006	NewYorkKnicks
23	West	9-Apr-06	2002	ChrisWilcox	FC	2005-2006	SeattleSuperSonics
21	East	2-Apr-06	2003	LeBronJames	F	2005-2006	ClevelandCavaliers
25	West	2-Apr-06	2002	YaoMing	C	2005-2006	HoustonRockets
21	East	26-Mar-06	2003	LeBronJames	F	2005-2006	ClevelandCavaliers
25	West	26-Mar-06	2001	PauGasol	FC	2005-2006	MemphisGrizzlies
21	East	19-Mar-06	2003	LeBronJames	F	2005-2006	ClevelandCavaliers
21	West	19-Mar-06	2003	CarmeloAnthony	F	2005-2006	DenverNuggets
28	East	12-Mar-06	1998	PaulPierce	SF	2005-2006	BostonCeltics
27	West	12-Mar-06	1998	MikeBibby	G	2005-2006	SacramentoKings
30	East	5-Mar-06	1996	AllenIverson	G	2005-2006	PhiladelphiaSixers
25	West	5-Mar-06	2001	PauGasol	FC	2005-2006	MemphisGrizzlies
24	East	27-Feb-06	2001	GilbertArenas	G	2005-2006	WashingtonWizards
25	West	27-Feb-06	2002	YaoMing	C	2005-2006	HoustonRockets
24	East	13-Feb-06	2001	GilbertArenas	G	2005-2006	WashingtonWizards
23	West	13-Feb-06	2001	TonyParker	G	2005-2006	SanAntonioSpurs
21	East	6-Feb-06	2003	ChrisBosh	PF	2005-2006	TorontoRaptors
20	West	6-Feb-06	2005	ChrisPaul	PG	2005-2006	NewOrleansHornets
21	East	30-Jan-06	2003	LeBronJames	F	2005-2006	ClevelandCavaliers
26	West	30-Jan-06	1999	EltonBrand	PF	2005-2006	LosAngelesClippers
28	East	22-Jan-06	1999	RichardHamilton	SG	2005-2006	DetroitPistons
27	West	22-Jan-06	1996	KobeBryant	SG	2005-2006	LosAngelesLakers
30	East	15-Jan-06	1996	AllenIverson	G	2005-2006	PhiladelphiaSixers
29	West	15-Jan-06	1995	KevinGarnett	PF	2005-2006	MinnesotaTimberwolves
30	East	8-Jan-06	1998	MikeJames	G	2005-2006	TorontoRaptors
32	West	8-Jan-06	1996	SteveNash	G	2005-2006	PhoenixSuns
24	East	1-Jan-06	2003	DwyaneWade	SG	2005-2006	MiamiHeat
27	West	1-Jan-06	1999	ShawnMarion	F	2005-2006	PhoenixSuns
29	East	26-Dec-05	1998	VinceCarter	SF	2005-2006	NewJerseyNets
27	West	26-Dec-05	1996	KobeBryant	SG	2005-2006	LosAngelesLakers
24	East	19-Dec-05	2001	JoeJohnson	SG	2005-2006	AtlantaHawks
27	West	19-Dec-05	1996	KobeBryant	SG	2005-2006	LosAngelesLakers
30	East	12-Dec-05	1996	AllenIverson	G	2005-2006	PhiladelphiaSixers
26	West	12-Dec-05	1999	EltonBrand	PF	2005-2006	LosAngelesClippers
24	East	5-Dec-05	2003	DwyaneWade	SG	2005-2006	MiamiHeat
26	West	5-Dec-05	1999	BaronDavis	G	2005-2006	GoldenStateWarriors
23	East	28-Nov-05	2001	GeraldWallace	F	2005-2006	CharlotteBobcats
32	West	28-Nov-05	1996	SteveNash	G	2005-2006	PhoenixSuns
21	East	21-Nov-05	2003	LeBronJames	F	2005-2006	ClevelandCavaliers
26	West	21-Nov-05	1999	EltonBrand	PF	2005-2006	LosAngelesClippers
24	East	14-Nov-05	2001	GilbertArenas	G	2005-2006	WashingtonWizards
31	West	14-Nov-05	1996	MarcusCamby	C	2005-2006	DenverNuggets
22	East	7-Nov-05	2003	T.J.Ford	PG	2005-2006	MilwaukeeBucks
27	West	7-Nov-05	1996	KobeBryant	SG	2005-2006	LosAngelesLakers
23	East	15-Apr-07	2004	BenGordon	SG	2006-2007	ChicagoBulls
27	West	15-Apr-07	1997	TracyMcGrady	GF	2006-2007	HoustonRockets
24	East	8-Apr-07	2001	GeraldWallace	F	2006-2007	CharlotteBobcats
30	West	8-Apr-07	1997	TimDuncan	FC	2006-2007	SanAntonioSpurs
22	East	1-Apr-07	2003	ChrisBosh	PF	2006-2007	TorontoRaptors
26	West	1-Apr-07	2002	YaoMing	C	2006-2007	HoustonRockets
24	East	25-Mar-07	2001	GeraldWallace	F	2006-2007	CharlotteBobcats
28	West	25-Mar-07	1996	KobeBryant	SG	2006-2007	LosAngelesLakers
33	East	18-Mar-07	1994	JasonKidd	PG	2006-2007	NewJerseyNets
28	West	18-Mar-07	1996	KobeBryant	SG	2006-2007	LosAngelesLakers
22	East	11-Mar-07	2003	LeBronJames	F	2006-2007	ClevelandCavaliers
29	West	11-Mar-07	1999	ManuGinobili	SG	2006-2007	SanAntonioSpurs
22	East	4-Mar-07	2004	AlJefferson	FC	2006-2007	BostonCeltics
24	West	4-Mar-07	2004	KevinMartin	SG	2006-2007	SacramentoKings
30	East	25-Feb-07	1998	VinceCarter	SF	2006-2007	NewJerseyNets
24	West	25-Feb-07	2002	Amar'eStoudemire	FC	2006-2007	PhoenixSuns
25	East	11-Feb-07	2003	DwyaneWade	SG	2006-2007	MiamiHeat
22	West	11-Feb-07	2003	CarmeloAnthony	F	2006-2007	DenverNuggets
25	East	4-Feb-07	2003	DwyaneWade	SG	2006-2007	MiamiHeat
27	West	4-Feb-07	2001	MehmetOkur	FC	2006-2007	UtahJazz
23	East	28-Jan-07	2004	BenGordon	SG	2006-2007	ChicagoBulls
33	West	28-Jan-07	1996	SteveNash	G	2006-2007	PhoenixSuns
26	East	21-Jan-07	2002	CaronButler	SF	2006-2007	WashingtonWizards
33	West	21-Jan-07	1996	SteveNash	G	2006-2007	PhoenixSuns
25	East	14-Jan-07	2003	DwyaneWade	SG	2006-2007	MiamiHeat
28	West	14-Jan-07	1998	DirkNowitzki	PF	2006-2007	DallasMavericks
25	East	7-Jan-07	2001	GilbertArenas	G	2006-2007	WashingtonWizards
30	West	7-Jan-07	1995	KevinGarnett	PF	2006-2007	MinnesotaTimberwolves
27	East	31-Dec-06	2000	MichaelRedd	G	2006-2007	MilwaukeeBucks
26	West	31-Dec-06	2003	JoshHoward	GF	2006-2007	DallasMavericks
24	East	24-Dec-06	2003	MoWilliams	G	2006-2007	MilwaukeeBucks
26	West	24-Dec-06	2003	JoshHoward	GF	2006-2007	DallasMavericks
25	East	17-Dec-06	2001	GilbertArenas	G	2006-2007	WashingtonWizards
25	West	17-Dec-06	2002	CarlosBoozer	PF	2006-2007	UtahJazz
25	East	10-Dec-06	2001	GilbertArenas	G	2006-2007	WashingtonWizards
33	West	10-Dec-06	1996	SteveNash	G	2006-2007	PhoenixSuns
27	East	3-Dec-06	2000	MichaelRedd	G	2006-2007	MilwaukeeBucks
22	West	3-Dec-06	2003	CarmeloAnthony	F	2006-2007	DenverNuggets
21	East	26-Nov-06	2004	DwightHoward	C	2006-2007	OrlandoMagic
22	West	26-Nov-06	2003	CarmeloAnthony	F	2006-2007	DenverNuggets
22	East	19-Nov-06	2003	LeBronJames	F	2006-2007	ClevelandCavaliers
28	West	19-Nov-06	1998	DirkNowitzki	PF	2006-2007	DallasMavericks
25	East	12-Nov-06	2001	JoeJohnson	SG	2006-2007	AtlantaHawks
26	West	12-Nov-06	2002	YaoMing	C	2006-2007	HoustonRockets
31	East	6-Nov-06	1996	AllenIverson	G	2006-2007	PhiladelphiaSixers
25	West	6-Nov-06	2002	CarlosBoozer	PF	2006-2007	UtahJazz
31	East	13-Apr-08	1995	KevinGarnett	PF	2007-2008	BostonCeltics
32	West	13-Apr-08	1996	AllenIverson	G	2007-2008	DenverNuggets
26	East	6-Apr-08	2001	JoeJohnson	SG	2007-2008	AtlantaHawks
29	West	6-Apr-08	1996	KobeBryant	SG	2007-2008	LosAngelesLakers
27	East	30-Mar-08	2001	JasonRichardson	GF	2007-2008	CharlotteBobcats
23	West	30-Mar-08	2003	CarmeloAnthony	F	2007-2008	DenverNuggets
31	East	23-Mar-08	1995	KevinGarnett	PF	2007-2008	BostonCeltics
22	West	23-Mar-08	2005	ChrisPaul	PG	2007-2008	NewOrleansHornets
31	East	16-Mar-08	1998	AntawnJamison	F	2007-2008	WashingtonWizards
25	West	16-Mar-08	2002	Amar'eStoudemire	FC	2007-2008	PhoenixSuns
27	East	9-Mar-08	2001	JasonRichardson	GF	2007-2008	CharlotteBobcats
28	West	9-Mar-08	1997	TracyMcGrady	GF	2007-2008	HoustonRockets
31	East	2-Mar-08	1999	AndreMiller	PG	2007-2008	PhiladelphiaSixers
29	West	2-Mar-08	1996	KobeBryant	SG	2007-2008	LosAngelesLakers
23	East	24-Feb-08	2003	LeBronJames	F	2007-2008	ClevelandCavaliers
30	West	24-Feb-08	1999	ManuGinobili	SG	2007-2008	SanAntonioSpurs
31	East	10-Feb-08	1999	AndreMiller	PG	2007-2008	PhiladelphiaSixers
25	West	10-Feb-08	2002	Amar'eStoudemire	FC	2007-2008	PhoenixSuns
28	East	3-Feb-08	2000	HedoTurkoglu	F	2007-2008	OrlandoMagic
31	West	3-Feb-08	1998	BradMiller	C	2007-2008	SacramentoKings
28	East	27-Jan-08	2000	HedoTurkoglu	F	2007-2008	OrlandoMagic
23	West	27-Jan-08	2004	AlJefferson	FC	2007-2008	MinnesotaTimberwolves
25	East	20-Jan-08	2001	GeraldWallace	F	2007-2008	CharlotteBobcats
28	West	20-Jan-08	1999	BaronDavis	G	2007-2008	GoldenStateWarriors
23	East	13-Jan-08	2003	ChrisBosh	PF	2007-2008	TorontoRaptors
29	West	13-Jan-08	1996	KobeBryant	SG	2007-2008	LosAngelesLakers
23	East	6-Jan-08	2003	LeBronJames	F	2007-2008	ClevelandCavaliers
32	West	6-Jan-08	1996	AllenIverson	G	2007-2008	DenverNuggets
30	East	30-Dec-07	1998	PaulPierce	SF	2007-2008	BostonCeltics
22	West	30-Dec-07	2005	ChrisPaul	PG	2007-2008	NewOrleansHornets
26	East	23-Dec-07	2001	JoeJohnson	SG	2007-2008	AtlantaHawks
23	West	23-Dec-07	2003	CarmeloAnthony	F	2007-2008	DenverNuggets
30	East	16-Dec-07	1998	PaulPierce	SF	2007-2008	BostonCeltics
23	West	16-Dec-07	2006	BrandonRoy	G	2007-2008	PortlandTrailBlazers
22	East	9-Dec-07	2004	JoshSmith	PF	2007-2008	AtlantaHawks
23	West	9-Dec-07	2006	BrandonRoy	G	2007-2008	PortlandTrailBlazers
22	East	2-Dec-07	2004	DwightHoward	C	2007-2008	OrlandoMagic
29	West	2-Dec-07	1997	StephenJackson	GF	2007-2008	GoldenStateWarriors
23	East	25-Nov-07	2003	LeBronJames	F	2007-2008	ClevelandCavaliers
25	West	25-Nov-07	2001	TonyParker	G	2007-2008	SanAntonioSpurs
22	East	18-Nov-07	2004	DwightHoward	C	2007-2008	OrlandoMagic
32	West	18-Nov-07	1996	AllenIverson	G	2007-2008	DenverNuggets
31	East	11-Nov-07	1995	KevinGarnett	PF	2007-2008	BostonCeltics
27	West	11-Nov-07	2002	YaoMing	C	2007-2008	HoustonRockets
24	East	4-Nov-07	2005	DannyGranger	GF	2007-2008	IndianaPacers
28	West	4-Nov-07	1997	TracyMcGrady	GF	2007-2008	HoustonRockets
25	East	13-Apr-09	2004	BenGordon	SG	2008-2009	ChicagoBulls
24	West	13-Apr-09	2006	BrandonRoy	G	2008-2009	PortlandTrailBlazers
23	East	6-Apr-09	2004	DwightHoward	C	2008-2009	OrlandoMagic
35	West	6-Apr-09	1994	JasonKidd	PG	2008-2009	DallasMavericks
23	East	30-Mar-09	2004	DwightHoward	C	2008-2009	OrlandoMagic
26	West	30-Mar-09	2001	TonyParker	G	2008-2009	SanAntonioSpurs
24	East	23-Mar-09	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
23	West	23-Mar-09	2005	ChrisPaul	PG	2008-2009	NewOrleansHornets
24	East	16-Mar-09	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
30	West	16-Mar-09	1996	KobeBryant	SG	2008-2009	LosAngelesLakers
27	East	9-Mar-09	2003	DwyaneWade	SG	2008-2009	MiamiHeat
24	West	9-Mar-09	2005	DeronWilliams	PG	2008-2009	UtahJazz
26	East	2-Mar-09	2004	DevinHarris	G	2008-2009	NewJerseyNets
28	West	2-Mar-09	2003	DavidWest	PF	2008-2009	NewOrleansHornets
23	East	23-Feb-09	2004	DwightHoward	C	2008-2009	OrlandoMagic
28	West	23-Feb-09	2001	PauGasol	FC	2008-2009	LosAngelesLakers
24	East	9-Feb-09	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
28	West	9-Feb-09	2001	PauGasol	FC	2008-2009	LosAngelesLakers
25	East	2-Feb-09	2005	DavidLee	FC	2008-2009	NewYorkKnicks
26	West	2-Feb-09	2001	TonyParker	G	2008-2009	SanAntonioSpurs
24	East	26-Jan-09	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
21	West	26-Jan-09	2005	AndrewBynum	C	2008-2009	LosAngelesLakers
27	East	19-Jan-09	2004	JameerNelson	G	2008-2009	OrlandoMagic
23	West	19-Jan-09	2005	ChrisPaul	PG	2008-2009	NewOrleansHornets
23	East	12-Jan-09	2004	DwightHoward	C	2008-2009	OrlandoMagic
30	West	12-Jan-09	1996	KobeBryant	SG	2008-2009	LosAngelesLakers
22	East	5-Jan-09	2007	RodneyStuckey	G	2008-2009	DetroitPistons
24	West	5-Jan-09	2004	AlJefferson	FC	2008-2009	MinnesotaTimberwolves
24	East	29-Dec-08	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
30	West	29-Dec-08	1996	KobeBryant	SG	2008-2009	LosAngelesLakers
27	East	22-Dec-08	2004	JameerNelson	G	2008-2009	OrlandoMagic
23	West	22-Dec-08	2005	ChrisPaul	PG	2008-2009	NewOrleansHornets
29	East	15-Dec-08	1998	AlHarrington	F	2008-2009	NewYorkKnicks
32	West	15-Dec-08	1997	TimDuncan	FC	2008-2009	SanAntonioSpurs
27	East	8-Dec-08	2003	DwyaneWade	SG	2008-2009	MiamiHeat
30	West	8-Dec-08	1998	DirkNowitzki	PF	2008-2009	DallasMavericks
26	East	1-Dec-08	2004	DevinHarris	G	2008-2009	NewJerseyNets
24	West	1-Dec-08	2006	BrandonRoy	G	2008-2009	PortlandTrailBlazers
27	East	24-Nov-08	2003	DwyaneWade	SG	2008-2009	MiamiHeat
30	West	24-Nov-08	1998	DirkNowitzki	PF	2008-2009	DallasMavericks
24	East	17-Nov-08	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
32	West	17-Nov-08	1997	ChaunceyBillups	G	2008-2009	DenverNuggets
24	East	10-Nov-08	2003	LeBronJames	F	2008-2009	ClevelandCavaliers
26	West	10-Nov-08	2002	Amar'eStoudemire	FC	2008-2009	PhoenixSuns
24	East	3-Nov-08	2003	ChrisBosh	PF	2008-2009	TorontoRaptors
23	West	3-Nov-08	2005	ChrisPaul	PG	2008-2009	NewOrleansHornets
24	East	12-Apr-10	2004	DwightHoward	C	2009-2010	OrlandoMagic
31	West	12-Apr-10	1998	DirkNowitzki	PF	2009-2010	DallasMavericks
25	East	5-Apr-10	2003	ChrisBosh	PF	2009-2010	TorontoRaptors
21	West	5-Apr-10	2007	KevinDurant	SF	2009-2010	OklahomaCityThunder
28	East	29-Mar-10	2003	DwyaneWade	SG	2009-2010	MiamiHeat
32	West	29-Mar-10	1999	ManuGinobili	SG	2009-2010	SanAntonioSpurs
32	East	22-Mar-10	1998	PaulPierce	SF	2009-2010	BostonCeltics
29	West	22-Mar-10	2001	PauGasol	FC	2009-2010	LosAngelesLakers
25	East	15-Mar-10	2005	AndrewBogut	C	2009-2010	MilwaukeeBucks
25	West	15-Mar-10	2006	BrandonRoy	G	2009-2010	PortlandTrailBlazers
28	East	8-Mar-10	2003	DwyaneWade	SG	2009-2010	MiamiHeat
31	West	8-Mar-10	1998	DirkNowitzki	PF	2009-2010	DallasMavericks
25	East	1-Mar-10	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
31	West	1-Mar-10	1998	DirkNowitzki	PF	2009-2010	DallasMavericks
24	East	22-Feb-10	2004	DwightHoward	C	2009-2010	OrlandoMagic
28	West	22-Feb-10	2002	CarlosBoozer	PF	2009-2010	UtahJazz
25	East	8-Feb-10	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
21	West	8-Feb-10	2008	RussellWestbrook	G	2009-2010	OklahomaCityThunder
25	East	1-Feb-10	2003	ChrisBosh	PF	2009-2010	TorontoRaptors
21	West	1-Feb-10	2007	KevinDurant	SF	2009-2010	OklahomaCityThunder
25	East	25-Jan-10	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
33	West	25-Jan-10	1997	ChaunceyBillups	G	2009-2010	DenverNuggets
31	East	19-Jan-10	1997	StephenJackson	GF	2009-2010	CharlotteBobcats
25	West	19-Jan-10	2003	CarmeloAnthony	F	2009-2010	DenverNuggets
25	East	11-Jan-10	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
27	East	11-Jan-10	2003	ChrisKaman	C	2009-2010	LosAngelesClippers
21	East	4-Jan-10	2008	DerrickRose	PG	2009-2010	ChicagoBulls
21	West	4-Jan-10	2007	KevinDurant	SF	2009-2010	OklahomaCityThunder
25	East	28-Dec-09	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
31	West	28-Dec-09	1996	KobeBryant	SG	2009-2010	LosAngelesLakers
24	East	21-Dec-09	2004	DwightHoward	C	2009-2010	OrlandoMagic
31	West	21-Dec-09	1996	KobeBryant	SG	2009-2010	LosAngelesLakers
23	East	14-Dec-09	2007	RodneyStuckey	G	2009-2010	DetroitPistons
25	West	14-Dec-09	2005	DeronWilliams	PG	2009-2010	UtahJazz
33	East	7-Dec-09	1995	KevinGarnett	PF	2009-2010	BostonCeltics
28	West	7-Dec-09	2002	CarlosBoozer	PF	2009-2010	UtahJazz
27	East	30-Nov-09	2001	GeraldWallace	F	2009-2010	CharlotteBobcats
33	West	30-Nov-09	1997	TimDuncan	FC	2009-2010	SanAntonioSpurs
25	East	23-Nov-09	2003	LeBronJames	F	2009-2010	ClevelandCavaliers
31	West	23-Nov-09	1996	KobeBryant	SG	2009-2010	LosAngelesLakers
20	East	16-Nov-09	2009	BrandonJennings	G	2009-2010	MilwaukeeBucks
31	West	16-Nov-09	1998	DirkNowitzki	PF	2009-2010	DallasMavericks
28	East	9-Nov-09	2001	JoeJohnson	SG	2009-2010	AtlantaHawks
27	West	9-Nov-09	2003	ChrisKaman	C	2009-2010	LosAngelesClippers
24	East	2-Nov-09	2004	DwightHoward	C	2009-2010	OrlandoMagic
25	West	2-Nov-09	2003	CarmeloAnthony	F	2009-2010	DenverNuggets
26	East	11-Apr-11	2003	CarmeloAnthony	F	2010-2011	NewYorkKnicks
22	West	11-Apr-11	2007	KevinDurant	SF	2010-2011	OklahomaCityThunder
26	East	4-Apr-11	2003	CarmeloAnthony	F	2010-2011	NewYorkKnicks
29	West	4-Apr-11	2001	ZachRandolph	PF	2010-2011	MemphisGrizzlies
25	East	28-Mar-11	2004	DwightHoward	C	2010-2011	OrlandoMagic
32	West	28-Mar-11	1996	KobeBryant	SG	2010-2011	LosAngelesLakers
26	East	21-Mar-11	2003	LeBronJames	F	2010-2011	MiamiHeat
24	West	21-Mar-11	2006	KyleLowry	PG	2010-2011	HoustonRockets
29	East	14-Mar-11	2003	DwyaneWade	SG	2010-2011	MiamiHeat
28	West	14-Mar-11	2001	TonyParker	G	2010-2011	SanAntonioSpurs
33	East	7-Mar-11	1998	PaulPierce	SF	2010-2011	BostonCeltics
22	West	7-Mar-11	2008	RussellWestbrook	G	2010-2011	OklahomaCityThunder
25	East	28-Feb-11	2004	DwightHoward	C	2010-2011	OrlandoMagic
28	West	28-Feb-11	2004	KevinMartin	SG	2010-2011	HoustonRockets
25	East	14-Feb-11	2004	DwightHoward	C	2010-2011	OrlandoMagic
25	West	14-Feb-11	2006	LaMarcusAldridge	FC	2010-2011	PortlandTrailBlazers
26	East	7-Feb-11	2003	LeBronJames	F	2010-2011	MiamiHeat
22	West	7-Feb-11	2007	KevinDurant	SF	2010-2011	OklahomaCityThunder
26	East	31-Jan-11	2003	LeBronJames	F	2010-2011	MiamiHeat
29	West	31-Jan-11	2001	ZachRandolph	PF	2010-2011	MemphisGrizzlies
25	East	24-Jan-11	2004	DwightHoward	C	2010-2011	OrlandoMagic
25	West	24-Jan-11	2006	LaMarcusAldridge	FC	2010-2011	PortlandTrailBlazers
22	East	18-Jan-11	2008	DerrickRose	PG	2010-2011	ChicagoBulls
22	West	18-Jan-11	2008	RussellWestbrook	G	2010-2011	OklahomaCityThunder
26	East	10-Jan-11	2003	LeBronJames	F	2010-2011	MiamiHeat
29	West	10-Jan-11	2001	ZachRandolph	PF	2010-2011	MemphisGrizzlies
29	East	3-Jan-11	2003	DwyaneWade	SG	2010-2011	MiamiHeat
34	West	3-Jan-11	1997	ChaunceyBillups	G	2010-2011	DenverNuggets
26	East	27-Dec-10	2003	LeBronJames	F	2010-2011	MiamiHeat
25	West	27-Dec-10	2005	MontaEllis	G	2010-2011	GoldenStateWarriors
33	East	20-Dec-10	1998	PaulPierce	SF	2010-2011	BostonCeltics
28	West	20-Dec-10	2001	TonyParker	G	2010-2011	SanAntonioSpurs
29	East	13-Dec-10	2003	DwyaneWade	SG	2010-2011	MiamiHeat
32	West	13-Dec-10	1998	DirkNowitzki	PF	2010-2011	DallasMavericks
28	East	6-Dec-10	2002	Amar'eStoudemire	FC	2010-2011	NewYorkKnicks
22	West	6-Dec-10	2008	RussellWestbrook	G	2010-2011	OklahomaCityThunder
25	East	29-Nov-10	2004	DwightHoward	C	2010-2011	OrlandoMagic
32	West	29-Nov-10	1998	DirkNowitzki	PF	2010-2011	DallasMavericks
28	East	22-Nov-10	2002	Amar'eStoudemire	FC	2010-2011	NewYorkKnicks
22	West	22-Nov-10	2008	RussellWestbrook	G	2010-2011	OklahomaCityThunder
22	East	15-Nov-10	2008	DerrickRose	PG	2010-2011	ChicagoBulls
26	West	15-Nov-10	2005	DeronWilliams	PG	2010-2011	UtahJazz
25	East	8-Nov-10	2004	DwightHoward	C	2010-2011	OrlandoMagic
